cod_ine,municipio,provincia,pob,pob_previa,var
05178,Palacios de Goda,Ávila,389,389,0.389
05179,Papatrigo,Ávila,225,225,0.225
05180,El Parral,Ávila,70,70,0.07
05181,Pascualcobo,Ávila,39,39,0.039
05182,Pedro Bernardo,Ávila,809,809,0.809
05183,Pedro-Rodríguez,Ávila,138,138,0.138
05184,Peguerinos,Ávila,278,278,0.278
05185,Peñalba de Ávila,Ávila,116,116,0.116
05186,Piedrahíta,Ávila,1767,1767,1.767
05187,Piedralaves,Ávila,2139,2139,2.139
05188,Poveda,Ávila,38,38,0.038
05189,Poyales del Hoyo,Ávila,433,433,0.433
05190,Pozanco,Ávila,48,48,0.048
05191,Pradosegar,Ávila,128,128,0.128
05192,Puerto Castilla,Ávila,113,113,0.113
05193,Rasueros,Ávila,168,168,0.168
05194,Riocabado,Ávila,131,131,0.131
05195,Riofrío,Ávila,195,195,0.195
05196,Rivilla de Barajas,Ávila,67,67,0.067
05197,Salobral,Ávila,119,119,0.119
05198,Salvadiós,Ávila,68,68,0.068
05199,San Bartolomé de Béjar,Ávila,43,43,0.043
05200,San Bartolomé de Corneja,Ávila,40,40,0.04
05201,San Bartolomé de Pinares,Ávila,523,523,0.523
05206,San Esteban de los Patos,Ávila,23,23,0.023
05208,San Esteban de Zapardiel,Ávila,45,45,0.045
05207,San Esteban del Valle,Ávila,735,735,0.735
05209,San García de Ingelmos,Ávila,71,71,0.071
05901,San Juan de Gredos,Ávila,257,257,0.257
05210,San Juan de la Encinilla,Ávila,75,75,0.075
05211,San Juan de la Nava,Ávila,469,469,0.469
05212,San Juan del Molinillo,Ávila,209,209,0.209
05213,San Juan del Olmo,Ávila,85,85,0.085
05214,San Lorenzo de Tormes,Ávila,33,33,0.033
05215,San Martín de la Vega del Alberche,Ávila,164,164,0.164
05216,San Martín del Pimpollar,Ávila,188,188,0.188
05217,San Miguel de Corneja,Ávila,54,54,0.054
05218,San Miguel de Serrezuela,Ávila,110,110,0.11
05219,San Pascual,Ávila,43,43,0.043
05220,San Pedro del Arroyo,Ávila,423,423,0.423
05231,San Vicente de Arévalo,Ávila,172,172,0.172
05204,Sanchidrián,Ávila,729,729,0.729
05205,Sanchorreja,Ávila,85,85,0.085
05222,Santa Cruz de Pinares,Ávila,144,144,0.144
05221,Santa Cruz del Valle,Ávila,325,325,0.325
05226,Santa María de los Caballeros,Ávila,66,66,0.066
05224,Santa María del Arroyo,Ávila,105,105,0.105
05225,Santa María del Berrocal,Ávila,373,373,0.373
05902,Santa María del Cubillo,Ávila,316,316,0.316
05227,Santa María del Tiétar,Ávila,478,478,0.478
05228,Santiago del Collado,Ávila,175,175,0.175
05904,Santiago del Tormes,Ávila,111,111,0.111
05229,Santo Domingo de las Posadas,Ávila,75,75,0.075
05230,Santo Tomé de Zabarcos,Ávila,75,75,0.075
05232,La Serrada,Ávila,132,132,0.132
05233,Serranillos,Ávila,243,243,0.243
05234,Sigeres,Ávila,45,45,0.045
05235,Sinlabajos,Ávila,142,142,0.142
05236,Solana de Ávila,Ávila,113,113,0.113
05237,Solana de Rioalmar,Ávila,149,149,0.149
05238,Solosancho,Ávila,816,816,0.816
05239,Sotalbo,Ávila,234,234,0.234
05240,Sotillo de la Adrada,Ávila,4670,4670,4.67
05241,El Tiemblo,Ávila,4442,4442,4.442
05242,Tiñosillos,Ávila,773,773,0.773
05243,Tolbaños,Ávila,85,85,0.085
05244,Tormellas,Ávila,37,37,0.037
05245,Tornadizos de Ávila,Ávila,435,435,0.435
05247,La Torre,Ávila,218,218,0.218
05246,Tórtoles,Ávila,47,47,0.047
05249,Umbrías,Ávila,106,106,0.106
05251,Vadillo de la Sierra,Ávila,60,60,0.06
05252,Valdecasa,Ávila,60,60,0.06
05253,Vega de Santa María,Ávila,72,72,0.072
05254,Velayos,Ávila,213,213,0.213
05256,Villaflor,Ávila,103,103,0.103
05257,Villafranca de la Sierra,Ávila,142,142,0.142
05905,Villanueva de Ávila,Ávila,218,218,0.218
05258,Villanueva de Gómez,Ávila,116,116,0.116
05259,Villanueva del Aceral,Ávila,106,106,0.106
05260,Villanueva del Campillo,Ávila,111,111,0.111
05261,Villar de Corneja,Ávila,36,36,0.036
05262,Villarejo del Valle,Ávila,333,333,0.333
05263,Villatoro,Ávila,162,162,0.162
05264,Viñegra de Moraña,Ávila,51,51,0.051
05265,Vita,Ávila,81,81,0.081
05266,Zapardiel de la Cañada,Ávila,87,87,0.087
05267,Zapardiel de la Ribera,Ávila,100,100,0.1
06001,Acedera,Badajoz,816,816,0.816
06002,Aceuchal,Badajoz,5468,5468,5.468
06003,Ahillones,Badajoz,851,851,0.851
06004,Alange,Badajoz,1851,1851,1.851
06005,La Albuera,Badajoz,2045,2045,2.045
06006,Alburquerque,Badajoz,5250,5250,5.25
06007,Alconchel,Badajoz,1657,1657,1.657
06008,Alconera,Badajoz,745,745,0.745
06009,Aljucén,Badajoz,252,252,0.252
06010,Almendral,Badajoz,1212,1212,1.212
06011,Almendralejo,Badajoz,33757,33757,33.757
06012,Arroyo de San Serván,Badajoz,4078,4078,4.078
06013,Atalaya,Badajoz,288,288,0.288
06014,Azuaga,Badajoz,7751,7751,7.751
06015,Badajoz,Badajoz,151048,151048,151.048
06016,Barcarrota,Badajoz,3505,3505,3.505
06017,Baterno,Badajoz,261,261,0.261
06018,Benquerencia de la Serena,Badajoz,808,808,0.808
06019,Berlanga,Badajoz,2302,2302,2.302
06020,Bienvenida,Badajoz,2087,2087,2.087
06021,Bodonal de la Sierra,Badajoz,1019,1019,1.019
06022,Burguillos del Cerro,Badajoz,3072,3072,3.072
06023,Cabeza del Buey,Badajoz,4736,4736,4.736
06024,Cabeza la Vaca,Badajoz,1301,1301,1.301
06025,Calamonte,Badajoz,6170,6170,6.17
06026,Calera de León,Badajoz,949,949,0.949
06027,Calzadilla de los Barros,Badajoz,722,722,0.722
06028,Campanario,Badajoz,4817,4817,4.817
06029,Campillo de Llerena,Badajoz,1335,1335,1.335
06030,Capilla,Badajoz,165,165,0.165
06031,Carmonita,Badajoz,534,534,0.534
06032,El Carrascalejo,Badajoz,94,94,0.094
06033,Casas de Don Pedro,Badajoz,1455,1455,1.455
06034,Casas de Reina,Badajoz,194,194,0.194
06035,Castilblanco,Badajoz,904,904,0.904
06036,Castuera,Badajoz,5709,5709,5.709
06042,Cheles,Badajoz,1172,1172,1.172
06037,La Codosera,Badajoz,2021,2021,2.021
06038,Cordobilla de Lácara,Badajoz,878,878,0.878
06039,La Coronada,Badajoz,2179,2179,2.179
06040,Corte de Peleas,Badajoz,1217,1217,1.217
06041,Cristina,Badajoz,551,551,0.551
06043,Don Álvaro,Badajoz,791,791,0.791
06044,Don Benito,Badajoz,37354,37354,37.354
06045,Entrín Bajo,Badajoz,573,573,0.573
06046,Esparragalejo,Badajoz,1474,1474,1.474
06047,Esparragosa de la Serena,Badajoz,994,994,0.994
06048,Esparragosa de Lares,Badajoz,896,896,0.896
06049,Feria,Badajoz,1081,1081,1.081
06050,Fregenal de la Sierra,Badajoz,4821,4821,4.821
06051,Fuenlabrada de los Montes,Badajoz,1798,1798,1.798
06052,Fuente de Cantos,Badajoz,4688,4688,4.688
06053,Fuente del Arco,Badajoz,681,681,0.681
06054,Fuente del Maestre,Badajoz,6739,6739,6.739
06055,Fuentes de León,Badajoz,2246,2246,2.246
06056,Garbayuela,Badajoz,509,509,0.509
06057,Garlitos,Badajoz,555,555,0.555
06058,La Garrovilla,Badajoz,2338,2338,2.338
06059,Granja de Torrehermosa,Badajoz,1963,1963,1.963
06903,Guadiana del Caudillo,Badajoz,2479,2479,2.479
06060,Guareña,Badajoz,6808,6808,6.808
06061,La Haba,Badajoz,1206,1206,1.206
06062,Helechosa de los Montes,Badajoz,615,615,0.615
06063,Herrera del Duque,Badajoz,3468,3468,3.468
06064,Higuera de la Serena,Badajoz,940,940,0.94
06065,Higuera de Llerena,Badajoz,335,335,0.335
06066,Higuera de Vargas,Badajoz,1934,1934,1.934
06067,Higuera la Real,Badajoz,2206,2206,2.206
06068,Hinojosa del Valle,Badajoz,485,485,0.485
06069,Hornachos,Badajoz,3516,3516,3.516
06070,Jerez de los Caballeros,Badajoz,9194,9194,9.194
06071,La Lapa,Badajoz,278,278,0.278
06073,Llera,Badajoz,825,825,0.825
06074,Llerena,Badajoz,5720,5720,5.72
06072,Lobón,Badajoz,2762,2762,2.762
06075,Magacela,Badajoz,511,511,0.511
06076,Maguilla,Badajoz,960,960,0.96
06077,Malcocinado,Badajoz,351,351,0.351
06078,Malpartida de la Serena,Badajoz,532,532,0.532
06079,Manchita,Badajoz,770,770,0.77
06080,Medellín,Badajoz,2247,2247,2.247
06081,Medina de las Torres,Badajoz,1167,1167,1.167
06082,Mengabril,Badajoz,489,489,0.489
06083,Mérida,Badajoz,59627,59627,59.627
06084,Mirandilla,Badajoz,1248,1248,1.248
06085,Monesterio,Badajoz,4284,4284,4.284
06086,Montemolín,Badajoz,1365,1365,1.365
06087,Monterrubio de la Serena,Badajoz,2313,2313,2.313
06088,Montijo,Badajoz,15511,15511,15.511
06089,La Morera,Badajoz,715,715,0.715
06090,La Nava de Santiago,Badajoz,938,938,0.938
06091,Navalvillar de Pela,Badajoz,4380,4380,4.38
06092,Nogales,Badajoz,650,650,0.65
06093,Oliva de la Frontera,Badajoz,5080,5080,5.08
06094,Oliva de Mérida,Badajoz,1713,1713,1.713
06095,Olivenza,Badajoz,11876,11876,11.876
06096,Orellana de la Sierra,Badajoz,250,250,0.25
06097,Orellana la Vieja,Badajoz,2635,2635,2.635
06098,Palomas,Badajoz,675,675,0.675
06099,La Parra,Badajoz,1322,1322,1.322
06100,Peñalsordo,Badajoz,870,870,0.87
06101,Peraleda del Zaucejo,Badajoz,488,488,0.488
06102,Puebla de Alcocer,Badajoz,1168,1168,1.168
06103,Puebla de la Calzada,Badajoz,5865,5865,5.865
06104,Puebla de la Reina,Badajoz,721,721,0.721
06107,Puebla de Obando,Badajoz,1843,1843,1.843
06108,Puebla de Sancho Pérez,Badajoz,2658,2658,2.658
06105,Puebla del Maestre,Badajoz,666,666,0.666
06106,Puebla del Prior,Badajoz,470,470,0.47
06902,Pueblonuevo del Guadiana,Badajoz,1991,1991,1.991
06109,Quintana de la Serena,Badajoz,4580,4580,4.58
06110,Reina,Badajoz,150,150,0.15
06111,Rena,Badajoz,609,609,0.609
06112,Retamal de Llerena,Badajoz,431,431,0.431
06113,Ribera del Fresno,Badajoz,3230,3230,3.23
06114,Risco,Badajoz,128,128,0.128
06115,La Roca de la Sierra,Badajoz,1447,1447,1.447
06116,Salvaleón,Badajoz,1698,1698,1.698
06117,Salvatierra de los Barros,Badajoz,1610,1610,1.61
06119,San Pedro de Mérida,Badajoz,851,851,0.851
06123,San Vicente de Alcántara,Badajoz,5341,5341,5.341
06118,Sancti-Spíritus,Badajoz,163,163,0.163
06120,Santa Amalia,Badajoz,3955,3955,3.955
06121,Santa Marta,Badajoz,4098,4098,4.098
06122,Los Santos de Maimona,Badajoz,8071,8071,8.071
06124,Segura de León,Badajoz,1835,1835,1.835
06125,Siruela,Badajoz,1851,1851,1.851
06126,Solana de los Barros,Badajoz,2588,2588,2.588
06127,Talarrubias,Badajoz,3355,3355,3.355
06128,Talavera la Real,Badajoz,5393,5393,5.393
06129,Táliga,Badajoz,672,672,0.672
06130,Tamurejo,Badajoz,211,211,0.211
06131,Torre de Miguel Sesmero,Badajoz,1230,1230,1.23
06132,Torremayor,Badajoz,985,985,0.985
06133,Torremejía,Badajoz,2255,2255,2.255
06134,Trasierra,Badajoz,617,617,0.617
06135,Trujillanos,Badajoz,1394,1394,1.394
06136,Usagre,Badajoz,1760,1760,1.76
06137,Valdecaballeros,Badajoz,1089,1089,1.089
06901,Valdelacalzada,Badajoz,2734,2734,2.734
06138,Valdetorres,Badajoz,1172,1172,1.172
06139,Valencia de las Torres,Badajoz,520,520,0.52
06140,Valencia del Mombuey,Badajoz,707,707,0.707
06141,Valencia del Ventoso,Badajoz,1939,1939,1.939
06146,Valle de la Serena,Badajoz,1155,1155,1.155
06147,Valle de Matamoros,Badajoz,359,359,0.359
06148,Valle de Santa Ana,Badajoz,1132,1132,1.132
06142,Valverde de Burguillos,Badajoz,278,278,0.278
06143,Valverde de Leganés,Badajoz,4151,4151,4.151
06144,Valverde de Llerena,Badajoz,566,566,0.566
06145,Valverde de Mérida,Badajoz,1036,1036,1.036
06149,Villafranca de los Barros,Badajoz,12578,12578,12.578
06150,Villagarcía de la Torre,Badajoz,911,911,0.911
06151,Villagonzalo,Badajoz,1231,1231,1.231
06152,Villalba de los Barros,Badajoz,1471,1471,1.471
06153,Villanueva de la Serena,Badajoz,25816,25816,25.816
06154,Villanueva del Fresno,Badajoz,3334,3334,3.334
06156,Villar de Rena,Badajoz,1338,1338,1.338
06155,Villar del Rey,Badajoz,2075,2075,2.075
06157,Villarta de los Montes,Badajoz,421,421,0.421
06158,Zafra,Badajoz,16808,16808,16.808
06159,Zahínos,Badajoz,2776,2776,2.776
06160,Zalamea de la Serena,Badajoz,3469,3469,3.469
06162,La Zarza,Badajoz,3374,3374,3.374
06161,Zarza-Capilla,Badajoz,297,297,0.297
07002,Alaior,"Balears, Illes",9686,9686,9.686
07001,Alaró,"Balears, Illes",5800,5800,5.8
07003,Alcúdia,"Balears, Illes",20694,20694,20.694
07004,Algaida,"Balears, Illes",6013,6013,6.013
07005,Andratx,"Balears, Illes",11780,11780,11.78
07901,Ariany,"Balears, Illes",906,906,0.906
07006,Artà,"Balears, Illes",8180,8180,8.18
07007,Banyalbufar,"Balears, Illes",541,541,0.541
07008,Binissalem,"Balears, Illes",8931,8931,8.931
07009,Búger,"Balears, Illes",1089,1089,1.089
07010,Bunyola,"Balears, Illes",7115,7115,7.115
07011,Calvià,"Balears, Illes",51831,51831,51.831
07012,Campanet,"Balears, Illes",2654,2654,2.654
07013,Campos,"Balears, Illes",11471,11471,11.471
07014,Capdepera,"Balears, Illes",12212,12212,12.212
07064,Es Castell,"Balears, Illes",7688,7688,7.688
07015,Ciutadella de Menorca,"Balears, Illes",30766,30766,30.766
07016,Consell,"Balears, Illes",4240,4240,4.24
07017,Costitx,"Balears, Illes",1398,1398,1.398
07018,Deià,"Balears, Illes",686,686,0.686
07026,Eivissa,"Balears, Illes",50566,50566,50.566
07019,Escorca,"Balears, Illes",183,183,0.183
07020,Esporles,"Balears, Illes",5153,5153,5.153
07021,Estellencs,"Balears, Illes",326,326,0.326
07022,Felanitx,"Balears, Illes",18211,18211,18.211
07023,Ferreries,"Balears, Illes",4903,4903,4.903
07024,Formentera,"Balears, Illes",11891,11891,11.891
07025,Fornalutx,"Balears, Illes",681,681,0.681
07027,Inca,"Balears, Illes",33719,33719,33.719
07028,Lloret de Vistalegre,"Balears, Illes",1469,1469,1.469
07029,Lloseta,"Balears, Illes",6318,6318,6.318
07030,Llubí,"Balears, Illes",2405,2405,2.405
07031,Llucmajor,"Balears, Illes",38475,38475,38.475
07033,Manacor,"Balears, Illes",44878,44878,44.878
07034,Mancor de la Vall,"Balears, Illes",1570,1570,1.57
07032,Maó/Mahón,"Balears, Illes",29648,29648,29.648
07035,Maria de la Salut,"Balears, Illes",2235,2235,2.235
07036,Marratxí,"Balears, Illes",38351,38351,38.351
07037,Es Mercadal,"Balears, Illes",5474,5474,5.474
07902,Es Migjorn Gran,"Balears, Illes",1512,1512,1.512
07038,Montuïri,"Balears, Illes",3061,3061,3.061
07039,Muro,"Balears, Illes",7547,7547,7.547
07040,Palma,"Balears, Illes",424837,424837,424.837
07041,Petra,"Balears, Illes",3051,3051,3.051
07044,Sa Pobla,"Balears, Illes",14064,14064,14.064
07042,Pollença,"Balears, Illes",16903,16903,16.903
07043,Porreres,"Balears, Illes",5630,5630,5.63
07045,Puigpunyent,"Balears, Illes",2073,2073,2.073
07059,Ses Salines,"Balears, Illes",5021,5021,5.021
07046,Sant Antoni de Portmany,"Balears, Illes",27582,27582,27.582
07049,Sant Joan,"Balears, Illes",2173,2173,2.173
07050,Sant Joan de Labritja,"Balears, Illes",6610,6610,6.61
07048,Sant Josep de sa Talaia,"Balears, Illes",29015,29015,29.015
07051,Sant Llorenç des Cardassar,"Balears, Illes",9058,9058,9.058
07052,Sant Lluís,"Balears, Illes",7056,7056,7.056
07053,Santa Eugènia,"Balears, Illes",1774,1774,1.774
07054,Santa Eulària des Riu,"Balears, Illes",40413,40413,40.413
07055,Santa Margalida,"Balears, Illes",12830,12830,12.83
07056,Santa María del Camí,"Balears, Illes",7526,7526,7.526
07057,Santanyí,"Balears, Illes",12364,12364,12.364
07058,Selva,"Balears, Illes",4113,4113,4.113
07047,Sencelles,"Balears, Illes",3616,3616,3.616
07060,Sineu,"Balears, Illes",4156,4156,4.156
07061,Sóller,"Balears, Illes",13621,13621,13.621
07062,Son Servera,"Balears, Illes",12072,12072,12.072
07063,Valldemossa,"Balears, Illes",2047,2047,2.047
07065,Vilafranca de Bonany,"Balears, Illes",3553,3553,3.553
08001,Abrera,Barcelona,12612,12612,12.612
08002,Aguilar de Segarra,Barcelona,284,284,0.284
08014,Aiguafreda,Barcelona,2553,2553,2.553
08003,Alella,Barcelona,9949,9949,9.949
08004,Alpens,Barcelona,269,269,0.269
08005,L'Ametlla del Vallès,Barcelona,8796,8796,8.796
08006,Arenys de Mar,Barcelona,16009,16009,16.009
08007,Arenys de Munt,Barcelona,9172,9172,9.172
08008,Argençola,Barcelona,223,223,0.223
08009,Argentona,Barcelona,12634,12634,12.634
08010,Artés,Barcelona,5778,5778,5.778
08011,Avià,Barcelona,2198,2198,2.198
08012,Avinyó,Barcelona,2306,2306,2.306
08013,Avinyonet del Penedès,Barcelona,1714,1714,1.714
08015,Badalona,Barcelona,221750,221750,221.75
08904,Badia del Vallès,Barcelona,13279,13279,13.279
08016,Bagà,Barcelona,2143,2143,2.143
08017,Balenyà,Barcelona,3896,3896,3.896
08018,Balsareny,Barcelona,3283,3283,3.283
08252,Barberà del Vallès,Barcelona,33032,33032,33.032
08019,Barcelona,Barcelona,1627559,1627559,1627.559
08020,Begues,Barcelona,7355,7355,7.355
08021,Bellprat,Barcelona,73,73,0.073
08022,Berga,Barcelona,16663,16663,16.663
08023,Bigues i Riells,Barcelona,9558,9558,9.558
08024,Borredà,Barcelona,459,459,0.459
08025,El Bruc,Barcelona,2183,2183,2.183
08026,El Brull,Barcelona,275,275,0.275
08027,Les Cabanyes,Barcelona,1008,1008,1.008
08028,Cabrera d'Anoia,Barcelona,1523,1523,1.523
08029,Cabrera de Mar,Barcelona,4804,4804,4.804
08030,Cabrils,Barcelona,7550,7550,7.55
08031,Calaf,Barcelona,3588,3588,3.588
08034,Calders,Barcelona,1063,1063,1.063
08033,Caldes de Montbui,Barcelona,17785,17785,17.785
08032,Caldes d'Estrac,Barcelona,3099,3099,3.099
08035,Calella,Barcelona,19233,19233,19.233
08037,Calldetenes,Barcelona,2506,2506,2.506
08038,Callús,Barcelona,2106,2106,2.106
08036,Calonge de Segarra,Barcelona,193,193,0.193
08039,Campins,Barcelona,542,542,0.542
08040,Canet de Mar,Barcelona,14806,14806,14.806
08041,Canovelles,Barcelona,16834,16834,16.834
08042,Cànoves i Samalús,Barcelona,3217,3217,3.217
08043,Canyelles,Barcelona,4895,4895,4.895
08044,Capellades,Barcelona,5310,5310,5.31
08045,Capolat,Barcelona,84,84,0.084
08046,Cardedeu,Barcelona,18637,18637,18.637
08047,Cardona,Barcelona,4586,4586,4.586
08048,Carme,Barcelona,780,780,0.78
08049,Casserres,Barcelona,1638,1638,1.638
08057,Castell de l'Areny,Barcelona,72,72,0.072
08052,Castellar de n'Hug,Barcelona,165,165,0.165
08050,Castellar del Riu,Barcelona,169,169,0.169
08051,Castellar del Vallès,Barcelona,24645,24645,24.645
08053,Castellbell i el Vilar,Barcelona,3851,3851,3.851
08054,Castellbisbal,Barcelona,12595,12595,12.595
08055,Castellcir,Barcelona,744,744,0.744
08056,Castelldefels,Barcelona,66866,66866,66.866
08058,Castellet i la Gornal,Barcelona,2444,2444,2.444
08060,Castellfollit de Riubregós,Barcelona,163,163,0.163
08059,Castellfollit del Boix,Barcelona,450,450,0.45
08061,Castellgalí,Barcelona,2180,2180,2.18
08062,Castellnou de Bages,Barcelona,1431,1431,1.431
08063,Castellolí,Barcelona,653,653,0.653
08064,Castellterçol,Barcelona,2626,2626,2.626
08065,Castellví de la Marca,Barcelona,1591,1591,1.591
08066,Castellví de Rosanes,Barcelona,2003,2003,2.003
08067,Centelles,Barcelona,7598,7598,7.598
08268,Cercs,Barcelona,1192,1192,1.192
08266,Cerdanyola del Vallès,Barcelona,57335,57335,57.335
08068,Cervelló,Barcelona,9215,9215,9.215
08069,Collbató,Barcelona,4658,4658,4.658
08070,Collsuspina,Barcelona,386,386,0.386
08071,Copons,Barcelona,320,320,0.32
08072,Corbera de Llobregat,Barcelona,15029,15029,15.029
08073,Cornellà de Llobregat,Barcelona,89158,89158,89.158
08074,Cubelles,Barcelona,16111,16111,16.111
08075,Dosrius,Barcelona,5669,5669,5.669
08076,Esparreguera,Barcelona,22334,22334,22.334
08077,Esplugues de Llobregat,Barcelona,46825,46825,46.825
08078,L'Espunyola,Barcelona,260,260,0.26
08254,L'Esquirol,Barcelona,2190,2190,2.19
08079,L'Estany,Barcelona,409,409,0.409
08134,Figaró-Montmany,Barcelona,1130,1130,1.13
08080,Fígols,Barcelona,44,44,0.044
08082,Fogars de la Selva,Barcelona,1542,1542,1.542
08081,Fogars de Montclús,Barcelona,464,464,0.464
08083,Folgueroles,Barcelona,2271,2271,2.271
08084,Fonollosa,Barcelona,1497,1497,1.497
08085,Font-rubí,Barcelona,1433,1433,1.433
08086,Les Franqueses del Vallès,Barcelona,20364,20364,20.364
08090,Gaià,Barcelona,188,188,0.188
08087,Gallifa,Barcelona,187,187,0.187
08088,La Garriga,Barcelona,16716,16716,16.716
08089,Gavà,Barcelona,46823,46823,46.823
08091,Gelida,Barcelona,7727,7727,7.727
08092,Gironella,Barcelona,4926,4926,4.926
08093,Gisclareny,Barcelona,27,27,0.027
08094,La Granada,Barcelona,2208,2208,2.208
08095,Granera,Barcelona,85,85,0.085
08096,Granollers,Barcelona,62125,62125,62.125
08097,Gualba,Barcelona,1587,1587,1.587
08099,Guardiola de Berguedà,Barcelona,927,927,0.927
08100,Gurb,Barcelona,2705,2705,2.705
08101,L'Hospitalet de Llobregat,Barcelona,265003,265003,265.003
08162,Els Hostalets de Pierola,Barcelona,3068,3068,3.068
08102,Igualada,Barcelona,40914,40914,40.914
08103,Jorba,Barcelona,825,825,0.825
08104,La Llacuna,Barcelona,920,920,0.92
08105,La Llagosta,Barcelona,13265,13265,13.265
08107,Lliçà d'Amunt,Barcelona,15654,15654,15.654
08108,Lliçà de Vall,Barcelona,6580,6580,6.58
08106,Llinars del Vallès,Barcelona,10100,10100,10.1
08109,Lluçà,Barcelona,271,271,0.271
08110,Malgrat de Mar,Barcelona,18898,18898,18.898
08111,Malla,Barcelona,274,274,0.274
08112,Manlleu,Barcelona,20784,20784,20.784
08113,Manresa,Barcelona,77944,77944,77.944
08242,Marganell,Barcelona,270,270,0.27
08114,Martorell,Barcelona,28590,28590,28.59
08115,Martorelles,Barcelona,4868,4868,4.868
08116,Les Masies de Roda,Barcelona,701,701,0.701
08117,Les Masies de Voltregà,Barcelona,3170,3170,3.17
08118,El Masnou,Barcelona,23803,23803,23.803
08119,Masquefa,Barcelona,9616,9616,9.616
08120,Matadepera,Barcelona,9672,9672,9.672
08121,Mataró,Barcelona,129749,129749,129.749
08122,Mediona,Barcelona,2423,2423,2.423
08138,Moià,Barcelona,6466,6466,6.466
08123,Molins de Rei,Barcelona,26123,26123,26.123
08124,Mollet del Vallès,Barcelona,51129,51129,51.129
08128,Monistrol de Calders,Barcelona,715,715,0.715
08127,Monistrol de Montserrat,Barcelona,3168,3168,3.168
08125,Montcada i Reixac,Barcelona,36861,36861,36.861
08130,Montclar,Barcelona,136,136,0.136
08131,Montesquiu,Barcelona,1043,1043,1.043
08126,Montgat,Barcelona,12250,12250,12.25
08132,Montmajor,Barcelona,469,469,0.469
08133,Montmaneu,Barcelona,156,156,0.156
08135,Montmeló,Barcelona,8782,8782,8.782
08136,Montornès del Vallès,Barcelona,16733,16733,16.733
08137,Montseny,Barcelona,361,361,0.361
08129,Muntanyola,Barcelona,655,655,0.655
